Part Number,Part Name,Make/Buy,Planner,Buyer,CTLT,ABC Class,Ann Usage Pieces,Primary Supplier
1L9964X0482,"STEM,PLUG ~ VSC1L7500,3/4X15.75,4.25THD,CMTR",Make,Planner 5,,34,D,,
1L9964X2152,"STEM,PLUG ~ VSC1L7500,3/4X15.75,4.25THD",Make,Planner 5,,130,D,,
1L9964X2162,"STEM,PLUG ~ VSC1L7500,3/4X15.75,4.25THD",Make,Planner 5,,131,D,,
1L9964X2182,"STEM,PLUG ~ VSC1L7500,3/4X15.75,4.25THD,CMTR",Make,Planner 5,,41,D,,
1L9964X2282,"STEM,PLUG ~ VSC1L7500,3/4X15.75,4.25THD",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",54,D E&O,,
1M0000X001M,PRINTED CUBIC INCH,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",6,C,,
1M1085X0012,STEM &THRD PROTECTOR ~ 1 1/4 SCH 40 PIPE CONNECTION,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",18,D E&O,,FASTENAL MEXICO S DE RL DE CV
1M1169X0012,"CAP,VINYL 1 1/2 ~ 2.750IDX 1 3/8IL,BLACK",Buy,,,,,,
1M1170X0012,"CAP,VINYL 2"" ~ 3.625IDX 1 3/8IL,BLACK",Buy,,,,,,
1M1186X0032,"WELD MATL,BARE ~ .094(3/32)STRAIGHT LENGTH ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1M1324X0012,CARTON PRE-PACK ~ 4 X 4 X 4 CHIPBD WHITE,Buy,,,,D USE,,
1M1336X0012,#2-1 ONE WAY BOX ~ 5 3/4 X 5 1/4 X 4 3/8 WHITE CHIPBD,Buy,,,,D USE,,
1M1337X0012,#3 ONE WAY BOX ~ 5 3/4 X 5 1/4 X 2 1/8 WHITE CHIPBD,Buy,,,,D USE,,
1M1338X0012,#4 ONE WAY BOX ~ 2 11/16X2 1/8X5 1/4 WHITE CHIP,Buy,,,,D USE,,
1M1339X0012,#5 ONE WAY BOX ~ 2 1/2X2 1/8X2 11/16 WHITE CHIP,Buy,,,,,,
1M1340X0012,#6 ONE WAY BOX ~ 2 1/2X1X3 1/8 WHITE CHIPBD,Buy,,,,,,
1M1342X0012,443 ONE WAY BOX ~ 4X3X4 WHITE CHIPBD BOX,Buy,,,,,,
1M1343X0012,G2 ONE WAY BOX ~ 5 1/4X1 1/4X5 1/4 WHITE CHPBD,Buy,,,,D USE,,
1M1399,"TRIPLE WALL BOX, 1M1399 ~ 32 3/4 X 23 3/8 X 25",Buy,,,,D USE,,
1M1471X0042,WELD MATL BARE ~ 0.094 (3/32) DIA ACTUAL,Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
1M1478X0012,WELD MATL POWDER ~ CPP ULTIMET OVERLAY,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",78,B,82.56,SPECIALTY MATERIALS SA DE CV
1M1479X0022,WELD MATL BARE ~ 0.125 (1/8) DIA. BARE ACTUAL,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",26,D E&O,,SPECIALTY MATERIALS SA DE CV
1M14F01X0001,FVMQ (Fluorosilicone) ~ E46,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",,,,
1M14F01X001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",5,,,
1M14F01X01A,SLUG ~ 3 GR.,Buy,Planner 5,,3,,,
1M1545X0022,"WELD MATL,CORED WIRE ~ 0.062 (1/16) DIA ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1M1548X0032,"WELD MAT'L, BARE ~ 0.125 (1/8) DIA",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1M1567X0012,WELD MAT'L BARE ~ 0.063 (1/16) DIA ACTL,Buy,,,,,,
1M1568X0012,WELD MAT'L BARE ~ 0.063 (1/16) DIA ACTL,Buy,,,,,,
1M15G03X001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",59,D NEW,,
1M15G03X01A,SLUG ~ 8 GR.,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D NEW,188,RPP LLC
1M15G03X02A,SLUG ~ 3.7 GR.,Buy,Planner 5,,3,,,
1M15G03X03A,SLUG ~ 18 GR,Make,Planner 9,,3,,,
1M2394X0012,"WELD MATL,BARE ~ .063(1/16)DIA.,STRAIGHT, ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",36,D E&O,,SPECIALTY MATERIALS SA DE CV
1M2394X0022,"WELD MATL,BARE ~ .125(1/8)DIA. STRAIGHT, ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",18,D E&O,,SPECIALTY MATERIALS SA DE CV
1M2600X0012,BOX-FOLDED ENDS ~ 4 13/32 X 13/32 X 4 13/32,Buy,,,,,,
1M2601X0012,BOX-FOLDED ENDS ~ 8 1/8 X 13/32 X 8 1/8,Buy,,,,D USE,,
1M2602,CAJA GRANDE PARA HPBV ~ SEALS,Buy,,,,,,
1M2602X0012,BOX-FOLDED ENDS ~ 11 23/32 X 1/2 X 11 23/32,Buy,,,,D USE,,
1M2603X0012,BOX-FOLDED ENDS ~ 5 X 1/2 X 5,Buy,,,,D USE,,
1M2604,CAJA CHICA PARA HPBV ~ SEALS,Buy,,,,,,
1M2604X0012,INSERT BOX ~ 4 3/8X23 1/2 W/INSERT PAD,Buy,,,,D USE,,
1M2605,BOX ~ 13 INCH X 13 INCH X 2 3/4 INCH,Buy,,,,,,
1M2606,BOX ~ 24.7 X 22.5 X 1 INCH,Buy,,,,,,
1M2607,BOX ~ 22.5 X 22.5 X 1 INCH,Buy,,,,,,
1M2608,BOX ~ 18.9 X 18.9 X 0.85 INCH,Buy,,,,,,
1M2608-01,BOX ~ 18.75 INCHX18.75 INCHX.75 INCH,Buy,,,,,,
1M2929X0012,"WELD MATL,BARE ~ .125(1/8)ST.LG.METAL 1294 ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",18,A,326.06,SPECIALTY MATERIALS SA DE CV
1M2929X0022,"WELD MATL,BARE ~ .063(1/16)STRAIGHT LENGTH ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",24,D E&O,,SPECIALTY MATERIALS SA DE CV
1M2929X0032,"WELD MATL,BARE ~ .188(3/16)STRAIGHT LENGTH ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",18,A,233.99,SPECIALTY MATERIALS SA DE CV
1M2943X0012,WELD MAT'L POWDER ~ NICR-A POWDER,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",36,D USE,0.25,SPECIALTY MATERIALS SA DE CV
1M2995X0012,"BIN C-27,RSC TOP&BTM ~ 46.75X32.75X25,1300AAA 30/BDL",Buy,,,,D,,
1M2E05X0001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",5,,,
1M2E05X001A,SLUG ~ 70 GR.,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",6,D E&O,,RPP LLC
1M2E05X002A,SLUG ~ 4 GR.,Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",,D NEW,180.4,RPP LLC
1M2E05X003A,SLUG ~ 11 GR.,Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",,D NEW,180.4,RPP LLC
1M3135X0012,BOX ~ 21 INCH X 7 INCH X 8 INCH #350,Buy,,,,D USE,,
1M3158X0012,"PAPER,VPI NO.OPC-60S ~ 36 IN WIDE X 200 YD ROLL",Buy,,,,,,
1M3D07X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",12,D USE,85.42,HEXPOL COMPOUNDING SA DE CV
1M3D07X001A,SLUG ~ 25.1 GR,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",30,AA,442244.8,
1M3D07X002A,SLUG ~ 18.5 GR,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",30,A,114718.54,
1M3D07X003A,SLUG ~ 20.5 GR,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",30,A,60075.9,
1M3D07X004A,SLUG ~ 61 GR,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",126,AA,167268.43,
1M3D07X005A,SLUG ~ 61 GR.,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",126,D USE,,
1M3D07X006A,SLUG ~ 12.5 GR.,Make,Planner 9,,15.50949483,D NEW,,
1M3D07X007A,SLUG ~ 9 GR.,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",,D NEW,,
1M3D07X008A,STAR SLUG ~ 22 GR.,Make,Planner 9,,15.50949483,D NEW,,
1M3D07X009A,SLUG ~ 2.5 GR.,Make,Planner 9,,15,D NEW,,
1M3D07X010A,SLUG ~ 7 GR.,Make,Planner 9,,15.50949483,D NEW,150,
1M3D07X011A,SLUG ~ 10 GR.,Make,Planner 9,,15.50949483,D NEW,50,
1M3D07X012A,SLUG ~ 1 GR.,Make,Planner 9,,15.50949483,D NEW,,
1M3D07X013A,"BLANK ~ 13"" OD X 0.030"" THK",Make,Planner 9,,57,,,
1M3D07X015A,SLUG ~ 13 GR.,Make,Planner 9,,15.50949483,D NEW,50,
1M3D07X016A,"BLANK ~ 5.5"" OD X 0.052"" THK",Make,Planner 9,,57,,,
1M3D07X019A,STAR SLUG ~ 24 GR.,Make,Planner 9,,15.50949483,D NEW,80,
1M3E03X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",,,,
1M3E03X001A,SLUG ~ 25.1 GR,Make,Planner 9,,,,,
1M3E06X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",12,D E&O,0,HEXPOL COMPOUNDING SA DE CV
1M3E06X0002,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",6,,,
1M3E06X001A,SLUG ~ 5.1 GR.,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",126,A,324324.09,
1M3E06X002A,"STRIP 7.0"" x 1.42"" - 60 gr",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",6,D USE,,
1M3E06X003A,"BLANK ~ 8"" OD X 0.020"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",36,D NEW,503,RPP LLC
1M3F11X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",,,,
1M3F11X001A,"BLANK ~ 5"" OD X 0.012"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D NEW,414,RPP LLC
1M3F14X0001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",,,,
1M3F14X0002,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",6,,,
1M3F14X001A,"BLANK ~ 3.5"" OD X 0.018"" THK",Buy,Planner 5,,3,,,
1M3F15X0001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",,,,
1M3F19X0001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",5,,,
1M3F19X001A,"BLANK ~ 5.25"" OD X 0.019"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D NEW,694,RPP LLC
1M3F23X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",59,D NEW,,
1M3F23X001A,"BLANK ~ 4"" OD X 0.057"" THK",Buy,Planner 5,,3,,,
1M3F23X002A,"BLANK ~ 3.5"" OD X 0.018"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",36,D NEW,400,RPP LLC
1M3F23X003A,"BLANK ~ 1.5"" OD X 0.100"" THK ",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",36,D NEW,139,RPP LLC
1M3G08X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",5,D NEW,,HEXPOL COMPOUNDING SA DE CV
1M3G08X0002,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",3,D NEW,,
1M3G08X001A,SLUG ~ 3.5 GR.,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D NEW,95.4,RPP LLC
1M3G08X002A,"BLANK ~ 10.5"" OD X 0.076"" THK",Buy,Planner 5,,3,,,
1M3H04X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",59,D NEW,,
1M3H04X001A,"BLANK ~ 3.5"" OD X 0.035"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",36,D NEW,317.6,RPP LLC
1M3H04X002A,"BLANK ~ 4.5"" OD X 0.052"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D NEW,240,RPP LLC
1M3H04X003A,"BLANK ~ 4.75"" OD X 0.080"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",36,D NEW,176,RPP LLC
1M3H04X004A,"BLANK ~ 3.5"" OD X 0.035"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",6,,,RPP LLC
1M3H04X005A,"BLANK ~ 3"" OD X 0.045"" THK",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D NEW,40,RPP LLC
1M3H06X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",5,D NEW,,
1M3H06X001A,SLUG ~ 4.5 GR.,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D NEW,208,RPP LLC
1M3H10X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",,,,
1M4997X0052,"WELD MATL,BARE ~ .093(3/32)STRAIGHT LENGTH ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",24,D E&O,,SPECIALTY MATERIALS SA DE CV
1M4997X0062,"WELD MATL,BARE ~ .125(1/8)STRAIGHT LENGTH ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",18,D USE,0,SPECIALTY MATERIALS SA DE CV
1M4997X0102,"WELD MATL, SPOOL ~ 0.045 (3/64) DIA.",Buy,,,15,D,,SPECIALTY MATERIALS SA DE CV
1M502206992,"PAD #P66,SQUARE ~ 6.62 X 6.62 IN 200# B, 100/BDL",Buy,,,,,,
1M504806992,"TUBE,PROTECTIVE ~ 1/4 IN I D X 36 IN LONG,GREEN",Buy,,,,D,,
1M505006992,"TUBE,PAPER ~ 3/8 IN. ID X 36 IN. LONG,TAN",Buy,,,,,,
1M505106992,"TUBE,PAPER ~ 1/2 IN. ID X 36 IN. LONG,TAN",Buy,,,,,,
1M505306992,"TUBE,PAPER ~ 3/4 IN. ID X 36 IN. LONG,TAN",Buy,,,,,,
1M505506992,"TUBE,PAPER ~ 1 IN. ID X 36 IN. LONG,TAN",Buy,,,,,,
1M505706992,"TUBE,PAPER ~ 1 1/4 IN. ID X 36 IN. LONG,TAN",Buy,,,,,,
1M5156X0012,"CARTON #O,IN-FD FTD ~ 11.5X10.62X4.31,200#B 480/U",Buy,,,,D USE,,
1M5156X0012-BOT,BOX ~ 11 1/2 INCH X10 5/8 INCH X4 5/16 INCH,Buy,,,,,,
1M5156X0012-TOP,BOX ~ 11 1/2 INCH X10 5/8 INCH X4 5/16 INCH,Buy,,,,,,
1M515706992,"SEPARATOR,FG-O BOX ~ 11 3/8 X 10 9/16 X .040",Buy,,,,,,
1M5158X0012,"CARTON #01,IN-FD FTD ~ 10.75X10.63X3.69,200#B 480U",Buy,,,,,,
1M5158X0012-BOT,BOX ~ 10 3/4 INCH X10 5/8 INCH X3 11/16,Buy,,,,,,
1M5158X0012-TOP,BOX ~ 10 3/4 INCH X10 5/8 INCH X3 11/16,Buy,,,,,,
1M515906992,"SEPARATOR,FG-01 BOX ~ 10 9/16 X 10 9/16 X .040",Buy,,,,,,
1M516206992,"PARTITION,#3,FG-01 ~ 25 CELLS,1.75 X 1.75 X 1 15/16",Buy,,,,,,
1M516706992,"CARTON ONE-WAY OPF ~ 8X8X5 3/16,N-1 25/BDL",Buy,,,,D USE,,
1M516806992,"SEPARATOR,FG-N1 BOX ~ 7 7/8 X 7 7/8 X .040",Buy,,,,,,
1M517206992,"CARTON ONE-WAY OPE ~ 6 3/4X6 3/4X5 1/8,N-0 25/BDL",Buy,,,,D USE,,
1M517406992,"PARTITION,FG-NO BOX ~ 25 CELLS,1.25 X 1.25 X 1 3/16",Buy,,,,,,
1M517506992,"CARTON ONE WAY ~ 11 1/2X5 1/4X4 5/16,#1 25/BDL",Buy,,,,,,
1M517706992,"SEPARATOR,FG-2 BOX ~ 5 5/8 X 5 5/8 X .040",Buy,,,,,,
1M5189X0012,CARTON ONE WAY NO.G4 ~ 10LX10WX1 3/4D 25/BDL,Buy,,,,D USE,,
1M5190X0012,CARTON ONE WAY NO.G3 ~ 7 5/8LX7 5/8WX1 1/2 25/BDL,Buy,,,,D USE,,
1M5191X0012,"CARTON ONE-WAY,BTM ~ 5 1/4LX 5 1/4WX 1 1/4D, #G2",Buy,,,,D USE,,
1M5192X0012,"CARTON ONE-WAY,BTM ~ 3 3/4X3 3/4X1 1/16,#G1 WHITE",Buy,,,,D USE,,
1M5193X0012,"CARTON ONE-WAY OPF ~ 24 1/8X5 1/8X2 1/16,S-4",Buy,,,,D USE,,
1M5195X0012,"CARTON ONE-WAY OPF ~ 17 3/8X5 1/8X2 1/16,S-3",Buy,,,,D USE,,
1M5196X0012,"CARTON ONE-WAY OPF ~ 14 1/2X5 1/8X2 1/16,S-2",Buy,,,,D USE,,
1M5198X0012,"CARTON ONE-WAY OPF ~ 11 1/2X5 1/8X2 1/16,S-1",Buy,,,,D USE,,
1M5200X0012,"CARTON ONE-WAY OPF ~ 15X3 1/2X3 1/2,S-5",Buy,,,,,,
1M521206992,"CARTON #FGL-1-1,RSC ~ 10 X 10 X 9.12,275# B 25/BDL",Buy,,,,D USE,,
1M521306992,"SEPARATOR #FGL-1-1 ~ 9.75 X 9.75 IN 200# B, 50/BDL",Buy,,,,D USE,,
1M5332X0012,"WELD MATL,COVERED ~ .094(3/32) DIA. ACTL",Buy,,,,D,,
1M5336X0012,"WELD MATL,COVERED ~ .094(3/32) DIA. ACTL",Buy,,,,,,
1M5336X0032,"WELD MATL,COVERED ~ .156(5/32) DIA. ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",18,D USE,0,SPECIALTY MATERIALS SA DE CV
1M5339X0012,"WELD MATL,COVERED ~ .125(1/8)DIA. ACTL",Buy,,,,,,
1M5351X0032,"WELD MATL,BARE ~ .125(1/8)STRAIGHT LENGTH ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1M5377X0012,"WELD MATL,BARE WIRE ~ .035 DIA.,SPOOL ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",18,C,8.48,SPECIALTY MATERIALS SA DE CV
1M5377X0022,"WELD MATL,BARE ~ .063(1/16)STRAIGHT LENGTH ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,D E&O,,SPECIALTY MATERIALS SA DE CV
1M5377X0032,"WELD MATL,BARE  ~  .125(1/8)STRAIGHT LENGTH ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,D USE,0,SPECIALTY MATERIALS SA DE CV
1M5422X0042,"WELD MAT'L, SPOOL ~ 0.078/ (5/64) DIA.",Buy,,,,,,
1M5422X0052,LINCOLN 860 FLUX ~ SUBMERGED ARC WELDING FLUX,Buy,,,,,,
1M5480X0042,"WELD MATL,BARE ROD ~ .125(1/8)STRAIGHT LENGTH ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,D USE,0.2,SPECIALTY MATERIALS SA DE CV
1M5485X0012,"WELD MATL,BARE ~ .063(1/16)STRAIGHT LENGTH ACTL",Buy,,,,,,
1M5539X0012,"LUB ANTI-SEIZE/LUB-3  ~  NEVER-SEEZ NICKEL NSN-8,8LB",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",18,D E&O,,
1M561016992,BOX FOLDED ENDS 62.4 X 62.4 X 2.5,Buy,,,,D USE,,
1M561026992,BOX FOLDED ENDS ~ 56.9 X 56.9 X 2.5,Buy,,,,D USE,,
1M561036992,BOX FOLDED ENDS ~ 48 X 48 X 2.5,Buy,,,,D USE,,
1M5618,TRIPLE WALL BOX ~ 23 X 14 1/2 X 17 1/2 INCH,Buy,,,,D USE,,
1M562506992,"CAP/PLUG,PROTECTIVE ~ NIAGARA #WF-29,YELLOW,1.71X.74",Buy,,,,,,
1M56916992,BLUE TOTE ~ 48 x 45 x 34,Buy,,,,D USE,,
1M56926992,SMALL BLUE TOTE ~ 32 x 30 x 25,Buy,,,,D USE,,
1M56936992,TRIPLE WALL BOX ~ 23 X 14 X 13.2,Buy,,,,D USE,,
1M56946992,WOOD PALLET ~ 84 X 36 cap 3500 kg,Buy,,,,D USE,,
1M56956992,WOOD PALLET ~ 60 X 36 cap 2500 kg,Buy,,,,D USE,,
1M56966992,WOOD PALLET ~ 44 X 44 cap 1500 kg,Buy,,,,D USE,,
1M56976992,WOOD PALLET ~ 32 X 36 cap 1000 kg,Buy,,,,D USE,,
1M56986992,WOOD PALLET ~ 125 X 30 cap 4540 kg,Buy,,,,D USE,,
1M56996992,BUBBLE WRAPPED ~ GENERIC PACKAGING,Buy,,,,D USE,,
1M5751X0012,"CAP/PLUG,PROTECTIVE ~ CAPLUG #18,RED, 1.68 X .75",Buy,,,,D,,
1M5756X0012,"CAP/PLUG,PROTECTIVE ~ CAPLUG #1076,RED,4.85 X .87",Buy,,,,D,,
1M5791X0012,"CAP/PLUG,PROTECTIVE ~ CAPLUG #43-X,RED,2.69 X .62",Buy,,,,D,,
1M5909X0022,"WELD MATL,BARE ROD ~ .063(1/16)STRAIGHT LENGTH ACTL",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,C,35.6,SPECIALTY MATERIALS SA DE CV
1M5909X0032,"WELD MATL,BARE ROD ~ .125(1/8)STRAIGHT LENGTH ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",18,C,96.18,SPECIALTY MATERIALS SA DE CV
1M5910X0022,"WELD MATL,COVERED ~ .156(5/32) DIA. ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",18,C,74.57,SPECIALTY MATERIALS SA DE CV
1M5E01X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D USE,0,RPP LLC
1M5E01X0002,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",6,D NEW,,
1M5E01X001A,STRIP ~ 450 GR.,Buy,Planner 5,,3,,,
1M5E08X0001,RUBBER COMPOUNDING,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",60,D USE,,RPP LLC
1M5E08X0002,SLUG ~ 6 GR,Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34,,,
1M5E08X001A,SLUG ~ 6 GR.,Make,Planner 9,,37,,,
1M5E08X002A,STRIP ~ 450 GR.,Buy,Planner 5,,3,,,
1M6018X0012,"WELD MATL,POWDER ~ #6 ALLOY,100/325 MESH",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",12,AA,7903.64,SPECIALTY MATERIALS SA DE CV
1M6158X0022,"WELD MATL,BARE  ~  .125(1/8)DIA. ACTL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",7,D,,
1M6F01X0001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",5,,,
1M6F01X001A,"BLANK ~ 17"" OD X 0.043"" THK",Buy,Planner 5,,3,,,
1M6F15X0001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",5,,,
1M6F15X001A,PACMAN SLUG ~ 1 GR.,Buy,Planner 5,,3,,,
1M6F15X002A,PACMAN SLUG ~ 4.5 GR.,Buy,Planner 5,,3,,,
1M6F16X0001,RUBBER COMPOUNDING,Buy,Planner 5,"RODRIGUEZ GARCIA, JOSE LUIS",5,,,
1M6F16X001A,SLUG ~ 2.7 GR.,Buy,Planner 5,,3,,,
1M8000X0012,"WELD MAT'L, POWDER ~ 100/325 MESH, ACTUAL",Buy,Planner 9,"MARTINEZ ACEVEDO, ELIHU",126,D USE,,SPECIALTY MATERIALS SA DE CV
1M8010X0032,"WELD MATL, BARE ~ 0.063 (1/16) DIA",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1M9999X0112,STEM CONN SPACER ~ 12INL X 1-23/64X.0359 2/GA,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,C,6622,ANTONIA ALANIS REYES
1M9999X0122,STEM CONN SPACER ~ 12INL X 1-31/64X.0359 20GA,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,C,5097,ANTONIA ALANIS REYES
1M9999X0132,STEM CONN SPACER ~ 12INL X 1-47/64X.0359 20GA,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,C,5251,ANTONIA ALANIS REYES
1M9999X0142,STEM CONN SPACER ~ 12INL X 1-23/64X.0598 16GA,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,C,44,ANTONIA ALANIS REYES
1M9999X0152,STEM CONN SPACER ~ 12INL X 1-47/64X.0598 16GA,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,C,227,ANTONIA ALANIS REYES
1M9999X0162,STEM CONN SPACER ~ 12INLX1-31/64X.0359 20GA HOLES,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,D E&O,,ANTONIA ALANIS REYES
1M9999X0172,STEM CONN SPACER ~ 12INL X 3.468 X.060 16GA,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1M9999X0312,STEM CONN SPACER ~ 12INL X 2.468 X.060 16GA,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",18,D E&O,,ANTONIA ALANIS REYES
1M9999X0402,STEM CONN SPACER ~ 12INL X 5.48 X .032,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1M9999X0502,STEM CONN SPACER ~ 12INL X 4.235 X .032,Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",126,D E&O,,
1N126524032,"BOSS,CONNECTION  ~  SIZE 70 & 87",Make,Planner 4,,29.40638405,D E&O,,
1N129224092,"STOP,TRAVEL ~ SIZE 70 3 TVL",Make,Planner 4,,31.65989737,D USE,105,
1N129424102,"STEM,ACTUATOR ~ 657 SIZE 70,2 TVL & LESS",Make,Planner 10,,31.03526167,B,135,
1N12942410A,"BAR,ROUND ~ 1.1875 DIA X 21.234",Buy,Planner 10,"GOMEZ CANO, ARTURO",18,D E&O,,ABINSA SA DE CV
1N12951905A,"SEAT,LOWER SPRING ~ SIZE 70",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",36,D E&O,,
1N129619052,"SEAT,LOWER SPRING",Make,Planner 4,,121.2174764,A,1875,
1N129619053,"SEAT,LOWER SPRING  ~  LESS PAINT",Make,Planner 4,,117.051493,D E&O,,
